glycan,Species,Genus,Family,Order,Class,Phylum,Kingdom,Domain,ref,taxon_id
Neu5Ac9AcOAc(a2-6)GalNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/40256550/,9913
Neu5AcOAc(a2-3/6)Gal(b1-4)Glc-ol,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://glycostore.org/searchTaxon/BOS%20TAURUS,9913
Neu5AcOAc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38184915/,9913
Neu5AcOAc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38184915/,9913
Neu5AcOAc(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc1Cer,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/1618769/,9913
Neu5AcOAc(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc1Cer,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/1618769/,9913
Neu5Gc(a2-3)Gal,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
Neu5Gc(a2-3)Gal(b1-3)GalNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
Neu5Gc(a2-3)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc1Cer,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/5502663/,9913
Neu5Gc(a2-3)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc1Cer,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/6310012/,9913
Neu5Gc(a2-3)Gal(b1-3)GalNAc(b1-4)[Neu5Gc(a2-3)]Gal(b1-4)Glc1Cer,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/6801030/,9913
Neu5Gc(a2-3)Gal(b1-3)GalNAc(b1-4)[Neu5Gc(a2-8)Neu5Gc(a2-3)]Gal(b1-4)Glc1Cer,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/9455911/,9913
Neu5Gc(a2-3)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/5476322/,9913
Neu5Gc(a2-3)Gal(b1-3)[Neu5Ac(a2-6)]GalNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
Neu5Gc(a2-3)Gal(b1-3)[Neu5Gc(a2-6)]GalNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
Neu5Gc(a2-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)[Gal(?1-?)Gal(b1-3/4)GlcNAc(b1-6)]GalNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
Neu5Gc(a2-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)[Gal(?1-?)Gal(b1-3/4)GlcNAc(b1-6)]Gal(b1-3)GalNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
Neu5Gc(a2-3)Gal(b1-3/4)GlcNAc(b1-3)[Gal(?1-?)Gal(b1-3/4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GalNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
Neu5Gc(a2-3)Gal(b1-4)Glc-ol,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://glycostore.org/searchTaxon/BOS%20TAURUS,9913
Neu5Gc(a2-3)Gal(b1-4)Glc1Cer,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/14506839/,9913
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/39778995/,9913
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/39778995/,9913
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-?)[Gal(b1-4)GlcNAc(b1-2)Man(a1-?)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/39778995/,9913
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://www.genome.jp/entry/carbbank+13660,9913
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GalNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/78708/,9913
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/649619/,9913
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)GalNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GalNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/8179322/,9913
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)GalNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/8179322/,9913
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GalNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-3)[Gal(b1-6)]Gal(b1-4)Glc-ol,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34928137/,9913
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://www.genome.jp/dbget-bin/www_bget?carbbank+31873,9913
Neu5Gc(a2-3)Gal(b1-4)GlcNAc(b1-4)Man,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
Neu5Gc(a2-3)Gal(b1-4)GlcNAcOS(b1-2)Man(a1-3)[Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
Neu5Gc(a2-3)Gal(b1-?)Gal(b1-3/4/6)Gal(b1-4)Glc-ol,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34928137/,9913
Neu5Gc(a2-3)[GalNAc(b1-4)]Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc1Cer,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/8575436/,9913
Neu5Gc(a2-3)[GalNAc(b1-4)]Gal(b1-4)Glc1Cer,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://academic.oup.com/glycob/advance-article/doi/10.1093/glycob/cwad001/6972278,9913
Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://academic.oup.com/glycob/advance-article/doi/10.1093/glycob/cwad001/6972278,9913
Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://academic.oup.com/glycob/advance-article/doi/10.1093/glycob/cwad001/6972278,9913
Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38096130/,9913
Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38096130/,9913
Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38096130/,9913
Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34973737/,9913
Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34973737/,9913
Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/35804766/,9913
Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34973737/,9913
Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38096130/,9913
Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38096130/,9913
Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38096130/,9913
Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/33137256/,9913
Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38096130/,9913
Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38096130/,9913
Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38096130/,9913
Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38096130/,9913
Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38096130/,9913
Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38096130/,9913
Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38096130/,9913
Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38096130/,9913
Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2/4/6)[Gal(b1-4)GlcNAc(b1-2/4/6)]Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38096130/,9913
Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc1Cer,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/8514738/,9913
Neu5Gc(a2-3/6)Gal(b1-4)[Fuc(a1-3)]Glc-ol,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34928137/,9913
Neu5Gc(a2-3/6)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[Neu5Gc(a2-3/6)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38096130/,9913
Neu5Gc(a2-3/6)Gal(b1-4)[Neu5Gc(a2-6)]GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38184915/,9913
Neu5Gc(a2-3/6)Gal(b1-4)[Neu5Gc(a2-6)]GlcNAc(b1-2)Man(a1-3)[Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38184915/,9913
Neu5Gc(a2-3/6)Gal(b1-4)[Neu5Gc(a2-6)]GlcNAc(b1-2)Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38184915/,9913
Neu5Gc(a2-3/6)Gal(b1-4)[Neu5Gc(a2-6)]GlcNAc(b1-2)Man(a1-3/6)[Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38184915/,9913
Neu5Gc(a2-3/6)Gal(b1-?)Gal(?1-?)Gal(b1-3/4/6)Gal(b1-4)Glc-ol,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34928137/,9913
Neu5Gc(a2-3/6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/38096130/,9913
Neu5Gc(a2-3/6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3/6)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34973737/,9913
Neu5Gc(a2-3/6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/34973737/,9913
Neu5Gc(a2-6)Gal,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
Neu5Gc(a2-6)Gal(b1-4)Glc-ol,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11242449/,9913
Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
Neu5Gc(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Bos_taurus,Bos,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,,9913
